epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,557.465,1.0419,1.09954,1.13452,0.394,0.31694,0.26364,0.16421,1.38157,3.34292,1.46086,0.000865714,0.000865714,0.000865714
2,984.248,1.12522,1.1404,1.14391,0.39944,0.37854,0.31352,0.19413,1.40714,2.69995,1.49216,0.000459045,0.000459045,0.000459045
