epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,452.478,1.16159,1.26007,1.17241,0.41233,0.34713,0.25891,0.15748,1.48231,2.81919,1.54356,0.00086355,0.00086355,0.00086355
2,967.161,1.27737,1.29275,1.22005,0.56322,0.40623,0.33117,0.2075,1.45996,2.80427,1.52879,0.000459045,0.000459045,0.000459045
